GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master)
-1570492476,Descent2e,0,ABOUT_TO_START,0,0,2,54,"(8,3)","(1,15)",,,,"(1,16)",,,,"(3,6)","(2,6)","(2,4)","(9,5)"
-1426917644,Descent2e,0,ABOUT_TO_START,0,0,2,55,"(9,2)","(1,15)",,,,"(1,16)",,,,"(3,4)","(2,7)","(4,2)","(9,5)"
-12320489,Descent2e,0,ABOUT_TO_START,0,0,2,56,"(9,4)","(2,15)",,,,"(2,16)",,,,"(3,5)","(5,6)","(2,6)","(10,4)"
-954669208,Descent2e,0,ABOUT_TO_START,0,0,2,57,"(7,4)","(2,16)",,,,"(1,15)",,,,"(4,5)","(3,4)","(2,6)","(6,3)"
-317495364,Descent2e,0,ABOUT_TO_START,0,0,2,58,"(8,6)","(2,15)",,,,"(1,16)",,,,"(2,5)","(5,7)","(3,3)","(10,6)"
1377843403,Descent2e,0,ABOUT_TO_START,0,0,2,59,"(8,2)","(1,16)",,,,"(2,15)",,,,"(2,7)","(3,6)","(2,6)","(10,3)"
350997456,Descent2e,0,ABOUT_TO_START,0,0,2,60,"(9,6)","(1,16)",,,,"(2,15)",,,,"(3,5)","(3,3)","(5,2)","(6,4)"
-725504896,Descent2e,0,ABOUT_TO_START,0,0,2,61,"(7,2)","(2,16)",,,,"(1,16)",,,,"(2,2)","(5,4)","(2,3)","(11,5)"
1154772717,Descent2e,0,ABOUT_TO_START,0,0,2,62,"(8,6)","(1,16)",,,,"(2,15)",,,,"(5,3)","(3,2)","(3,6)","(8,3)"
-639360266,Descent2e,0,ABOUT_TO_START,0,0,2,63,"(10,5)","(2,16)",,,,"(1,16)",,,,"(5,6)","(5,4)","(3,5)","(7,3)"
2071934164,Descent2e,0,ABOUT_TO_START,0,0,2,64,"(6,3)","(1,15)",,,,"(2,15)",,,,"(3,2)","(5,6)","(2,2)","(9,5)"
580861535,Descent2e,0,ABOUT_TO_START,0,0,2,65,"(9,5)","(2,16)",,,,"(1,16)",,,,"(2,5)","(5,7)","(5,5)","(6,2)"
2139714048,Descent2e,0,ABOUT_TO_START,0,0,2,66,"(6,5)","(2,16)",,,,"(1,16)",,,,"(4,5)","(3,2)","(3,5)","(9,3)"
1459032824,Descent2e,0,ABOUT_TO_START,0,0,2,67,"(7,4)","(1,15)",,,,"(1,16)",,,,"(4,4)","(3,4)","(3,6)","(10,4)"
-2038524901,Descent2e,0,ABOUT_TO_START,0,0,2,68,"(11,5)","(1,16)",,,,"(1,15)",,,,"(3,7)","(2,4)","(5,2)","(10,4)"
-1746497854,Descent2e,0,ABOUT_TO_START,0,0,2,69,"(8,6)","(2,15)",,,,"(1,15)",,,,"(4,5)","(5,2)","(4,4)","(6,3)"
708812394,Descent2e,0,ABOUT_TO_START,0,0,2,70,"(8,6)","(1,16)",,,,"(1,15)",,,,"(2,7)","(2,3)","(3,2)","(8,3)"
1472007076,Descent2e,0,ABOUT_TO_START,0,0,2,71,"(9,4)","(1,16)",,,,"(1,15)",,,,"(3,3)","(3,5)","(2,2)","(8,3)"
-1435654991,Descent2e,0,ABOUT_TO_START,0,0,2,72,"(9,6)","(2,15)",,,,"(1,16)",,,,"(4,2)","(2,3)","(5,5)","(6,2)"
-685733318,Descent2e,0,ABOUT_TO_START,0,0,2,73,"(9,2)","(1,15)",,,,"(2,15)",,,,"(2,6)","(5,4)","(5,7)","(10,3)"
-1268860653,Descent2e,0,ABOUT_TO_START,0,0,2,74,"(11,6)","(2,15)",,,,"(1,15)",,,,"(5,3)","(4,4)","(3,4)","(9,4)"
537932018,Descent2e,0,ABOUT_TO_START,0,0,2,75,"(9,4)","(2,16)",,,,"(2,15)",,,,"(2,2)","(3,5)","(4,5)","(9,6)"
-591743488,Descent2e,0,ABOUT_TO_START,0,0,2,76,"(10,3)","(2,15)",,,,"(2,16)",,,,"(4,5)","(2,7)","(5,7)","(10,6)"
747448861,Descent2e,0,ABOUT_TO_START,0,0,2,77,"(9,4)","(1,15)",,,,"(1,16)",,,,"(2,7)","(5,5)","(5,3)","(11,5)"
384367416,Descent2e,0,ABOUT_TO_START,0,0,2,78,"(9,4)","(1,15)",,,,"(2,15)",,,,"(5,5)","(4,2)","(5,4)","(11,5)"
-1709789930,Descent2e,0,ABOUT_TO_START,0,0,2,79,"(7,3)","(2,15)",,,,"(2,16)",,,,"(2,6)","(5,3)","(5,2)","(11,4)"
-787403435,Descent2e,0,ABOUT_TO_START,0,0,2,80,"(9,5)","(1,15)",,,,"(2,16)",,,,"(5,3)","(2,2)","(4,3)","(11,6)"
-1471073859,Descent2e,0,ABOUT_TO_START,0,0,2,81,"(10,6)","(2,15)",,,,"(1,15)",,,,"(3,4)","(2,6)","(2,5)","(7,4)"
-1780393583,Descent2e,0,ABOUT_TO_START,0,0,2,82,"(9,3)","(2,16)",,,,"(2,15)",,,,"(5,4)","(5,5)","(3,2)","(6,3)"
1609126606,Descent2e,0,ABOUT_TO_START,0,0,2,83,"(6,2)","(2,15)",,,,"(2,16)",,,,"(5,2)","(2,2)","(2,3)","(9,3)"
1217665948,Descent2e,0,ABOUT_TO_START,0,0,2,84,"(10,4)","(2,15)",,,,"(1,16)",,,,"(5,4)","(2,4)","(5,3)","(6,2)"
-2052715812,Descent2e,0,ABOUT_TO_START,0,0,2,85,"(9,2)","(1,16)",,,,"(1,15)",,,,"(5,2)","(4,6)","(3,3)","(6,4)"
-2102617675,Descent2e,0,ABOUT_TO_START,0,0,2,86,"(9,4)","(1,16)",,,,"(2,16)",,,,"(5,6)","(3,4)","(4,6)","(8,2)"
676434171,Descent2e,0,ABOUT_TO_START,0,0,2,87,"(10,3)","(1,15)",,,,"(2,15)",,,,"(4,2)","(3,7)","(5,5)","(9,2)"
-335156370,Descent2e,0,ABOUT_TO_START,0,0,2,88,"(8,3)","(2,15)",,,,"(1,16)",,,,"(3,6)","(5,6)","(4,2)","(9,3)"
-1748601506,Descent2e,0,ABOUT_TO_START,0,0,2,89,"(9,6)","(2,15)",,,,"(1,16)",,,,"(4,5)","(2,2)","(5,4)","(8,6)"
1420024253,Descent2e,0,ABOUT_TO_START,0,0,2,90,"(6,2)","(1,15)",,,,"(1,16)",,,,"(3,7)","(3,3)","(5,6)","(9,5)"
641370995,Descent2e,0,ABOUT_TO_START,0,0,2,91,"(11,6)","(2,16)",,,,"(2,15)",,,,"(2,2)","(3,4)","(4,5)","(6,4)"
1185835853,Descent2e,0,ABOUT_TO_START,0,0,2,92,"(7,4)","(1,15)",,,,"(2,15)",,,,"(4,6)","(3,5)","(3,6)","(9,4)"
969539136,Descent2e,0,ABOUT_TO_START,0,0,2,93,"(6,5)","(1,16)",,,,"(2,15)",,,,"(2,5)","(4,2)","(3,5)","(11,4)"
928345640,Descent2e,0,ABOUT_TO_START,0,0,2,94,"(10,6)","(1,16)",,,,"(2,15)",,,,"(4,3)","(2,4)","(3,6)","(10,4)"
668626197,Descent2e,0,ABOUT_TO_START,0,0,2,95,"(10,3)","(1,15)",,,,"(2,15)",,,,"(2,6)","(4,2)","(4,4)","(9,6)"
757119022,Descent2e,0,ABOUT_TO_START,0,0,2,96,"(8,2)","(2,16)",,,,"(2,15)",,,,"(2,3)","(2,2)","(2,4)","(6,5)"
-1957924407,Descent2e,0,ABOUT_TO_START,0,0,2,97,"(7,3)","(2,15)",,,,"(1,15)",,,,"(3,5)","(3,7)","(3,4)","(6,5)"
-1369753090,Descent2e,0,ABOUT_TO_START,0,0,2,98,"(6,4)","(2,16)",,,,"(1,16)",,,,"(4,6)","(3,4)","(4,5)","(10,4)"
1700153117,Descent2e,0,ABOUT_TO_START,0,0,2,99,"(10,3)","(1,16)",,,,"(1,15)",,,,"(3,5)","(3,3)","(2,5)","(10,5)"
-1391014857,Descent2e,0,ABOUT_TO_START,0,0,2,100,"(9,3)","(2,16)",,,,"(1,16)",,,,"(2,6)","(4,5)","(5,2)","(10,6)"
1742585086,Descent2e,0,ABOUT_TO_START,0,0,2,101,"(8,3)","(2,16)",,,,"(1,15)",,,,"(4,7)","(2,4)","(2,2)","(6,3)"
